Issue Number,Airtel Site ID,Alarm Start Time,DURATION,MTTR,Root Cause,Category,Sub-Cat 1,Sub-Cat 2,Sub-Cat 3,Underlying Cause,AIRTEL CLASS,key,incident date,Cat,S-Cat1,S-Cat2,S-Cat3
31491705,AB0081,2024-09-27 00:00:00,740.0000000023283,12.333333333372138,Power,Generator,Mechanical,Engine,Loss Compression,Generator Fault,Silver,31491705_2024-09-27 00:00:00,2024-09-27,Other Issues,Others,Others,Others
31564116,KD0869,2024-09-28 23:59:00,0.9833333326969296,0.0163888888782821,Power,Generator,Mechanical,Fuel,Fuel line blockage,Engine Failure,Silver,31564116_2024-09-28 23:59:00,2024-09-28,Other Issues,Others,Others,Others
31563829,KD0703,2024-09-28 22:47:00,72.9833333264105,1.2163888887735084,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31563829_2024-09-28 22:47:00,2024-09-28,Generator,Mechanical,Fuel,Low Diesel
31563215,KD0819,2024-09-28 22:31:00,18.99999999906868,0.3166666666511446,Power,Generator,Mechanical,Engine,Low engine oil,DG Coolant low,Silver,31563215_2024-09-28 22:31:00,2024-09-28,Generator,Mechanical,Radiator,DG Coolant Low
31565733,KT0009,2024-09-28 22:26:00,93.98333333199844,1.5663888888666406,Power,Generator,Mechanical,Engine,Loss Compression,Engine Failure,Gold,31565733_2024-09-28 22:26:00,2024-09-28,Other Issues,Others,Others,Others
31559390,NI0133,2024-09-28 21:04:00,42.99999999348074,0.7166666665580124,Power,Generator,Mechanical,Battery,Battery Failure,DG Starter Battery Fault,Platinum,31559390_2024-09-28 21:04:00,2024-09-28,Other Equipment,Battery,Starter Batteries,Starter Batteries
31563148,KD0319,2024-09-28 20:20:00,164.00000000023283,2.733333333337214,Power,Generator,Mechanical,Starter relay,Faulty Starter relay,Engine Failure,Silver,31563148_2024-09-28 20:20:00,2024-09-28,Other Issues,Others,Others,Others
31559010,AB9019,2024-09-28 19:49:00,185.0000000058208,3.083333333430346,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31559010_2024-09-28 19:49:00,2024-09-28,Generator,Mechanical,Fuel,Low Diesel
31557128,KD0846,2024-09-28 19:44:00,255.983333325712,4.266388888761867,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,,Silver,31557128_2024-09-28 19:44:00,2024-09-28,Other Issues,Others,Others,Others
31556481,KD0865,2024-09-28 19:22:00,209.00000000023283,3.483333333337214,Power,Generator,Mechanical,Fuel,Contaminated Fuel,Generator Failure,Silver,31556481_2024-09-28 19:22:00,2024-09-28,Other Issues,Others,Others,Others
31556401,KN0156-Z,2024-09-28 19:03:00,18.99999999906868,0.3166666666511446,Power,Generator,Mechanical,Engine,Faulty water pump,Water Pump Fault,Silver,31556401_2024-09-28 19:03:00,2024-09-28,Other Issues,Others,Others,Others
31556071,KN1901,2024-09-28 18:22:00,21.999999998370185,0.3666666666395031,Power,Generator,Mechanical,Radiator,Radiator Leakages,Radiator Leakages,Silver,31556071_2024-09-28 18:22:00,2024-09-28,Generator,Mechanical,Radiator,Radiator Leakages
31552639,AB0307,2024-09-28 16:40:00,439.9833333282732,7.333055555471219,Power,Access Issue,Landlord Restriction,Control Panel,Grid,Engine Failure,Silver,31552639_2024-09-28 16:40:00,2024-09-28,Other Issues,Others,Others,Others
31552128,AB1354,2024-09-28 14:49:00,152.0000000030268,2.53333333338378,Power,Other Equipment,Electrical,Control Panel,Hard Start,DG Hard Start,Silver,31552128_2024-09-28 14:49:00,2024-09-28,Generator,Electrical,Battery,Hard Start
31543543,KD0425,2024-09-28 12:10:00,10.000000001164151,0.1666666666860692,Power,Other Equipment,Electrical,Control Panel,LIB Battery,LIB Fault|Faulty LIBs,Silver,31543543_2024-09-28 12:10:00,2024-09-28,Other Equipment,Battery,Faulty LIBs,Others
31545128,FC5975,2024-09-28 11:45:00,56.99999999720603,0.949999999953434,Power,Generator,Mechanical,Radiator,DG coolant low,DG Coolant low,Silver,31545128_2024-09-28 11:45:00,2024-09-28,Generator,Mechanical,Radiator,DG Coolant Low
31540555,KD2268,2024-09-28 10:58:00,15.99999999976717,0.2666666666627861,Power,Alarms,Under Frequency,Under Frequency,Under Frequency,Generator Fault,Silver,31540555_2024-09-28 10:58:00,2024-09-28,Other Issues,Others,Others,Others
31538964,KD0423,2024-09-28 09:45:00,46.00000000325963,0.7666666667209938,Power,Other Equipment,Electrical,Control Panel,Grid,Generator Power Alarm,Silver,31538964_2024-09-28 09:45:00,2024-09-28,Other Issues,Others,Others,Others
31542630,NI0584,2024-09-28 09:28:00,332.0000000030268,5.53333333338378,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31542630_2024-09-28 09:28:00,2024-09-28,Generator,Mechanical,Fuel,Low Diesel
31536676,AB1485,2024-09-28 08:04:00,66.00000000558794,1.1000000000931325,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31536676_2024-09-28 08:04:00,2024-09-28,Generator,Mechanical,Fuel,Low Diesel
31536527,AB0926,2024-09-28 08:03:00,84.00000000139698,1.400000000023283,Power,Generator,Mechanical,Fuel,Low diesel,DG Fuel Filter,Silver,31536527_2024-09-28 08:03:00,2024-09-28,Generator,Mechanical,Fuel,Others
31535279,KN1072,2024-09-28 07:25:00,56.99999999720603,0.949999999953434,Power,Generator,Mechanical,Battery,Battery Failure,Faulty Battery,Silver,31535279_2024-09-28 07:25:00,2024-09-28,Other Equipment,Battery,Starter Batteries,Starter Batteries
31534251,AB1485,2024-09-28 06:58:00,60.99999999976717,1.0166666666627862,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31534251_2024-09-28 06:58:00,2024-09-28,Generator,Mechanical,Fuel,Low Diesel
31532830,KD0431,2024-09-28 06:16:00,26.000000000931323,0.4333333333488554,Power,Generator,Mechanical,Battery,Battery Failure,Weak/Faulty LABs,Silver,31532830_2024-09-28 06:16:00,2024-09-28,Other Issues,Others,Others,Others
31531079,FC0253,2024-09-28 04:30:00,62.0000000030268,1.03333333338378,Power,Generator,Mechanical,Radiator,Radiator Leakages,Generator Failure,Silver,31531079_2024-09-28 04:30:00,2024-09-28,Other Issues,Others,Others,Others
31528485,AB1354,2024-09-28 03:14:00,230.99999999860304,3.849999999976717,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,Faulty Priming Pump,Silver,31528485_2024-09-28 03:14:00,2024-09-28,Generator,Mechanical,Engine,Hand Primer
31528089,KD0170,2024-09-28 02:50:00,240.9999999997672,4.016666666662786,Power,Generator,Mechanical,Radiator,Radiator Leakages,Generator Fault,Silver,31528089_2024-09-28 02:50:00,2024-09-28,Other Issues,Others,Others,Others
31529405,KD0026,2024-09-28 01:43:00,37.99999999813736,0.6333333333022892,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31529405_2024-09-28 01:43:00,2024-09-28,Other Issues,Others,Others,Others
31528680,AB1153,2024-09-28 01:33:00,177.0000000006985,2.950000000011641,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31528680_2024-09-28 01:33:00,2024-09-28,Generator,Mechanical,Fuel,Low Diesel
31529189,NI0096,2024-09-28 01:11:00,119.00000000023284,1.9833333333372136,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Gold,31529189_2024-09-28 01:11:00,2024-09-28,Generator,Mechanical,Fuel,Low Diesel
31491858,AB0098,2024-09-28 00:00:00,699.0000000048894,11.65000000008149,Power,Access Issue,Landlord Restriction,Engine,Generator Installation/Swap,,Silver,31491858_2024-09-28 00:00:00,2024-09-28,Other Issues,Others,Others,Others
31605104,AB1590,2024-09-29 23:34:00,25.983333330368623,0.4330555555061437,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31605104_2024-09-29 23:34:00,2024-09-29,Generator,Mechanical,Fuel,Low Diesel
31604910,KD0173,2024-09-29 23:20:00,39.98333333409391,0.6663888889015652,Power,Generator,Mechanical,Engine,Loss Compression,Engine Failure,Silver,31604910_2024-09-29 23:20:00,2024-09-29,Other Issues,Others,Others,Others
31603934,KD0431,2024-09-29 22:10:00,66.99999999837019,1.116666666639503,Power,Generator,Mechanical,Engine,Cylinder Head Gasket Fault,Generator Fault,Silver,31603934_2024-09-29 22:10:00,2024-09-29,Other Issues,Others,Others,Others
31587627,KD0063,2024-09-29 22:07:00,39.00000000139698,0.6500000000232831,Power,Generator,Mechanical,Generator Installation/Swap,DG Installation,Engine Failure,Silver,31587627_2024-09-29 22:07:00,2024-09-29,Other Issues,Others,Others,Others
31600971,KG0085,2024-09-29 21:48:00,27.9999999969732,0.46666666661622,Power,Access Issue,Access Regulatory,Access Regulatory,Site was sealed by Government,Intrusion Status,Platinum,31600971_2024-09-29 21:48:00,2024-09-29,Other Issues,Others,Others,Others
31601281,KD0914,2024-09-29 21:12:00,166.99999999953434,2.7833333333255723,Power,Generator,Mechanical,Fuel,Low diesel,Diesel Outage,Silver,31601281_2024-09-29 21:12:00,2024-09-29,Generator,Mechanical,Fuel,Low Diesel
31598294,KD0716,2024-09-29 20:54:00,120.99999999627472,2.0166666666045785,Power,Generator,Mechanical,Battery,Battery Terminal,Malfunctioning Battery,Silver,31598294_2024-09-29 20:54:00,2024-09-29,Other Equipment,Battery,Starter Batteries,Starter Batteries
31602624,KD0981,2024-09-29 19:17:00,75.00000000349246,1.2500000000582077,Power,Generator,Mechanical,Fuel,Contaminated Fuel,DG Fuel Filter,Silver,31602624_2024-09-29 19:17:00,2024-09-29,Generator,Mechanical,Fuel,Others
31595277,KG0035,2024-09-29 18:58:00,46.99999999604188,0.7833333332673647,Power,Other Equipment,Electrical,Rectifier,Faulty Rectifier,Rectifier Fault|Component Fault,Gold,31595277_2024-09-29 18:58:00,2024-09-29,Other Equipment,Rectifier,Others,Others
31593470,KN0352,2024-09-29 17:26:00,46.99999999604188,0.7833333332673647,Power,Other Equipment,Electrical,Rectifier,Faulty Rectifier,DC Breaker Fault|Tripped DCDB Breaker,Silver,31593470_2024-09-29 17:26:00,2024-09-29,Generator,Electrical,Breaker,Tripped Circuit Breaker
31589629,KD0865,2024-09-29 15:57:00,37.99999999813736,0.6333333333022892,Power,Generator,Mechanical,Fuel,Low diesel,Contaminated Fuel,Silver,31589629_2024-09-29 15:57:00,2024-09-29,Generator,Mechanical,Fuel,Contaminated Fuel
31589764,KD0914,2024-09-29 15:43:00,198.99999999906868,3.3166666666511446,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31589764_2024-09-29 15:43:00,2024-09-29,Generator,Mechanical,Fuel,Low Diesel
31588066,KG0085,2024-09-29 15:24:00,187.9999999946449,3.1333333332440816,Power,Access Issue,Access Regulatory,Access Regulatory,Site was sealed by Government,Intrusion Status,Platinum,31588066_2024-09-29 15:24:00,2024-09-29,Other Issues,Others,Others,Others
31580950,AB0982,2024-09-29 11:10:00,236.99999999720603,3.949999999953434,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31580950_2024-09-29 11:10:00,2024-09-29,Generator,Mechanical,Fuel,Low Diesel
31579567,KD0865,2024-09-29 10:47:00,32.99999999231659,0.5499999998719431,Power,Generator,Mechanical,Radiator,DG coolant low,DG Coolant low,Silver,31579567_2024-09-29 10:47:00,2024-09-29,Generator,Mechanical,Radiator,DG Coolant Low
31584595,KD0101,2024-09-29 10:38:00,159.9999999976717,2.6666666666278616,Power,Other Equipment,Electrical,Wiring,DC Cable ,DC Cable Fault|Burnt DC Cable,Silver,31584595_2024-09-29 10:38:00,2024-09-29,Other Equipment,Electrical,Wiring,Cable
31576932,FC2509-Z,2024-09-29 09:23:00,248.9999999944121,4.149999999906868,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31576932_2024-09-29 09:23:00,2024-09-29,Generator,Mechanical,Fuel,Low Diesel
31576776,KD0063,2024-09-29 09:08:00,78.99999999557622,1.316666666592937,Power,Generator,Mechanical,Engine,Loss Compression,Engine Failure,Silver,31576776_2024-09-29 09:08:00,2024-09-29,Other Issues,Others,Others,Others
31575730,KN0007,2024-09-29 08:38:00,66.99999999837019,1.116666666639503,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,Faulty Priming Pump,Gold,31575730_2024-09-29 08:38:00,2024-09-29,Generator,Mechanical,Engine,Hand Primer
31574889,KD0865,2024-09-29 07:58:00,28.00000000745058,0.466666666790843,Power,Generator,Mechanical,Radiator,DG coolant low,DG Coolant low,Silver,31574889_2024-09-29 07:58:00,2024-09-29,Generator,Mechanical,Radiator,DG Coolant Low
31571122,KN1818,2024-09-29 06:27:00,186.99999999138527,3.116666666523088,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,Faulty Priming Pump,Silver,31571122_2024-09-29 06:27:00,2024-09-29,Generator,Mechanical,Engine,Hand Primer
31571153,ZM0339,2024-09-29 05:44:00,66.99999999837019,1.116666666639503,Power,Generator,Mechanical,Engine,Charging Alternator,Faulty Charging Alternator,Silver,31571153_2024-09-29 05:44:00,2024-09-29,Generator,Electrical,Charging Alternator,Failure
31570713,KD0981,2024-09-29 05:22:00,188.99999999790447,3.1499999999650754,Power,Generator,Mechanical,Fuel,Contaminated Fuel,Contaminated Fuel,Silver,31570713_2024-09-29 05:22:00,2024-09-29,Generator,Mechanical,Fuel,Contaminated Fuel
31568886,NI0094,2024-09-29 04:56:00,59.00000000372529,0.9833333333954216,Power,Generator,Mechanical,Fuel,Low diesel,Fuel System Fault,Silver,31568886_2024-09-29 04:56:00,2024-09-29,Generator,Mechanical,Fuel,Others
31568933,JG0215,2024-09-29 04:42:00,18.99999999906868,0.3166666666511446,Power,Generator,Mechanical,Engine,Faulty water Temperature switch,Generator Power Alarm,Silver,31568933_2024-09-29 04:42:00,2024-09-29,Other Issues,Others,Others,Others
31571034,AB1590,2024-09-29 04:41:00,200.99999999511056,3.3499999999185093,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31571034_2024-09-29 04:41:00,2024-09-29,Generator,Mechanical,Fuel,Low Diesel
31568264,KN0950,2024-09-29 04:06:00,105.00000000698492,1.750000000116415,Power,Generator,Mechanical,Fuel,Fuel pump,DG Electric Fuel Pump,Silver,31568264_2024-09-29 04:06:00,2024-09-29,Generator,Mechanical,Fuel,Others
31567479,ZM0339,2024-09-29 03:27:00,110.99999999511056,1.8499999999185093,Power,Generator,Mechanical,Engine,Charging Alternator,Faulty Charging Alternator,Silver,31567479_2024-09-29 03:27:00,2024-09-29,Generator,Electrical,Charging Alternator,Failure
31564945,KD6017,2024-09-29 01:08:00,23.00000000162981,0.3833333333604969,Power,Other Equipment,Electrical,Breaker,Breaker Failure,Engine Failure,Silver,31564945_2024-09-29 01:08:00,2024-09-29,Other Issues,Others,Others,Others
31564246,KN0734,2024-09-29 00:58:00,265.0000000046566,4.416666666744277,Power,Generator,Mechanical,Fuel,Faulty Priming Pump,Faulty Priming Pump,Silver,31564246_2024-09-29 00:58:00,2024-09-29,Generator,Mechanical,Engine,Hand Primer
31562397,KD0332,2024-09-29 00:16:00,207.00000000419087,3.450000000069849,Power,Other Equipment,Electrical,Wiring,DC Cable ,Generator Power Alarm,Gold,31562397_2024-09-29 00:16:00,2024-09-29,Other Issues,Others,Others,Others
31563893,KD0063,2024-09-29 00:10:00,354.000000001397,5.900000000023283,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31563893_2024-09-29 00:10:00,2024-09-29,Other Issues,Others,Others,Others
31564116,KD0869,2024-09-29 00:00:00,360.0,6.0,Power,Generator,Mechanical,Fuel,Fuel line blockage,Engine Failure,Silver,31564116_2024-09-29 00:00:00,2024-09-29,Other Issues,Others,Others,Others
31563829,KD0703,2024-09-29 00:00:00,30.99999999627471,0.5166666666045785,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31563829_2024-09-29 00:00:00,2024-09-29,Generator,Mechanical,Fuel,Low Diesel
31565733,KT0009,2024-09-29 00:00:00,75.99999999627471,1.2666666666045785,Power,Generator,Mechanical,Engine,Loss Compression,Engine Failure,Gold,31565733_2024-09-29 00:00:00,2024-09-29,Other Issues,Others,Others,Others
31557128,KD0846,2024-09-29 00:00:00,458.9999999979045,7.649999999965075,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,Faulty Priming Pump,Silver,31557128_2024-09-29 00:00:00,2024-09-29,Generator,Mechanical,Engine,Hand Primer
31552639,AB0307,2024-09-29 00:00:00,227.9999999993015,3.79999999998836,Power,Access Issue,Landlord Restriction,Control Panel,Grid,Engine Failure,Silver,31552639_2024-09-29 00:00:00,2024-09-29,Other Issues,Others,Others,Others
31613271,KD0431,2024-09-29 23:33:00,26.98333333362825,0.4497222222271375,Power,Generator,Mechanical,Engine,Cylinder Head Gasket Fault,Generator Fault,Silver,31613271_2024-09-29 23:33:00,2024-09-29,Other Issues,Others,Others,Others
31588066,KG0085,2024-09-29 19:30:00,46.99999999604188,0.7833333332673647,Power,Access Issue,Access Regulatory,Access Regulatory,Site was sealed by Government,Intrusion Status,Platinum,31588066_2024-09-29 19:30:00,2024-09-29,Other Issues,Others,Others,Others
31642509,KD0846,2024-09-30 22:41:00,78.98333332501352,1.3163888887502253,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31642509_2024-09-30 22:41:00,2024-09-30,Other Issues,Others,Others,Others
31640856,KD0869,2024-09-30 21:28:00,17.0000000030268,0.28333333338378,Power,Generator,Mechanical,Fuel,Low diesel,Contaminated Fuel,Silver,31640856_2024-09-30 21:28:00,2024-09-30,Generator,Mechanical,Fuel,Contaminated Fuel
31638842,KD1028,2024-09-30 20:26:00,36.999999994877726,0.6166666665812954,Power,Other Equipment,Electrical,Control Panel,Hard Start,Generator Power Alarm,Silver,31638842_2024-09-30 20:26:00,2024-09-30,Other Issues,Others,Others,Others
31639315,AB0466,2024-09-30 20:22:00,161.00000000093132,2.683333333348856,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31639315_2024-09-30 20:22:00,2024-09-30,Generator,Mechanical,Fuel,Low Diesel
31641276,KN0812,2024-09-30 20:12:00,52.999999994644895,0.8833333332440816,Power,Generator,Mechanical,Radiator,DG coolant low,Radiator Leakages,Silver,31641276_2024-09-30 20:12:00,2024-09-30,Generator,Mechanical,Radiator,Radiator Leakages
31639175,KN0015,2024-09-30 20:09:00,46.99999999604188,0.7833333332673647,Power,Generator,Mechanical,Radiator,DG coolant low,Radiator Leakages,Gold,31639175_2024-09-30 20:09:00,2024-09-30,Generator,Mechanical,Radiator,Radiator Leakages
31638943,KD0406,2024-09-30 19:54:00,83.9999999909196,1.39999999984866,Power,Generator,Electrical,Control Panel,Control Fault,Generator Fault,Silver,31638943_2024-09-30 19:54:00,2024-09-30,Other Issues,Others,Others,Others
31638723,AB0059,2024-09-30 19:33:00,91.99999999604188,1.5333333332673649,Power,Generator,Electrical,Control Panel,Grid,No Grid,Platinum,31638723_2024-09-30 19:33:00,2024-09-30,Grid Issues,Others,Others,Others
31637787,KD0031,2024-09-30 19:25:00,66.99999999837019,1.116666666639503,Power,Generator,Mechanical,Battery,Battery Failure,DG Starter Battery Fault,Silver,31637787_2024-09-30 19:25:00,2024-09-30,Other Equipment,Battery,Starter Batteries,Starter Batteries
31637050,KN0352,2024-09-30 19:15:00,74.00000000023283,1.2333333333372138,Power,Generator,Mechanical,Engine,Charging Alternator,Faulty Charging Alternator,Silver,31637050_2024-09-30 19:15:00,2024-09-30,Generator,Electrical,Charging Alternator,Failure
31637160,KN0945,2024-09-30 19:15:00,71.00000000093132,1.1833333333488554,Power,Other Equipment,Electrical,Control Panel,Gave Contactor,Generator Fault,Silver,31637160_2024-09-30 19:15:00,2024-09-30,Other Issues,Others,Others,Others
31637675,KD0110,2024-09-30 18:18:00,20.000000002328303,0.3333333333721384,Power,Other Equipment,Electrical,Rectifier,Faulty Rectifier,Malfunctioning,Silver,31637675_2024-09-30 18:18:00,2024-09-30,Other Issues,Others,Others,Others
31637538,KD0056,2024-09-30 17:03:00,100.9999999939464,1.68333333323244,Power,Generator,Mechanical,Fuel,Low diesel,Fuel System Fault,Gold,31637538_2024-09-30 17:03:00,2024-09-30,Generator,Mechanical,Fuel,Others
31633168,NI0560,2024-09-30 16:52:00,37.99999999813736,0.6333333333022892,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31633168_2024-09-30 16:52:00,2024-09-30,Generator,Mechanical,Fuel,Low Diesel
31632277,KD0846,2024-09-30 14:42:00,267.99999999348074,4.466666666558012,Power,Generator,Mechanical,Engine,Loss Compression,Generator Fault,Silver,31632277_2024-09-30 14:42:00,2024-09-30,Other Issues,Others,Others,Others
31627167,KN0304,2024-09-30 14:23:00,21.999999998370185,0.3666666666395031,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,Faulty Priming Pump,Silver,31627167_2024-09-30 14:23:00,2024-09-30,Generator,Mechanical,Engine,Hand Primer
31637463,KD0110,2024-09-30 13:03:00,114.00000000488944,1.9000000000814907,Power,Other Equipment,Electrical,Rectifier,Faulty Rectifier,Malfunctioning,Silver,31637463_2024-09-30 13:03:00,2024-09-30,Other Issues,Others,Others,Others
31627441,KD0056,2024-09-30 11:42:00,128.9999999909196,2.14999999984866,Power,Generator,Mechanical,Fuel,Low diesel,Fuel System Fault,Gold,31627441_2024-09-30 11:42:00,2024-09-30,Generator,Mechanical,Fuel,Others
31620649,KD0873,2024-09-30 07:39:00,258.000000002794,4.300000000046566,Power,Generator,Electrical,Control Panel,Control Fault,Emergency Button Fault,Silver,31620649_2024-09-30 07:39:00,2024-09-30,Other Issues,Others,Others,Others
31612664,KD2268,2024-09-30 07:30:00,92.99999999930152,1.5499999999883585,Power,Generator,Mechanical,Fuel,Contaminated Fuel,Contaminated Fuel,Silver,31612664_2024-09-30 07:30:00,2024-09-30,Generator,Mechanical,Fuel,Contaminated Fuel
31620423,KD1066,2024-09-30 07:13:00,264.000000001397,4.400000000023283,Power,Other Equipment,Electrical,Control Panel,LIB Battery,LIB Fault|Faulty LIBs,Silver,31620423_2024-09-30 07:13:00,2024-09-30,Other Equipment,Battery,Faulty LIBs,Others
31612330,KD0819,2024-09-30 06:43:00,31.99999999953434,0.5333333333255723,Power,Generator,Mechanical,Fuel,Faulty Priming Pump,Generator Fault,Silver,31612330_2024-09-30 06:43:00,2024-09-30,Other Issues,Others,Others,Others
31608059,KD0594,2024-09-30 04:18:00,161.99999999371357,2.699999999895226,Power,Generator,Mechanical,Engine,Low engine oil,DG Oil,Silver,31608059_2024-09-30 04:18:00,2024-09-30,Other Issues,Others,Others,Others
31610425,KN0354,2024-09-30 04:14:00,155.99999999511056,2.5999999999185093,Power,Other Equipment,Electrical,Control Panel,Hard Start,DG Hard Start,Silver,31610425_2024-09-30 04:14:00,2024-09-30,Generator,Electrical,Battery,Hard Start
31609076,AB0096,2024-09-30 03:51:00,323.9999999979045,5.399999999965075,Power,Other Equipment,Electrical,Rectifier,Faulty Rectifier,Loose Connection,Silver,31609076_2024-09-30 03:51:00,2024-09-30,Other Issues,Others,Others,Others
31607067,KG0022,2024-09-30 03:12:00,68.00000000162981,1.133333333360497,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31607067_2024-09-30 03:12:00,2024-09-30,Generator,Mechanical,Fuel,Low Diesel
31605829,KD0245,2024-09-30 02:03:00,408.99999999208376,6.816666666534729,Power,Generator,Mechanical,Injector Pump,Faulty Injector pump,DG Electric Fuel Pump,Silver,31605829_2024-09-30 02:03:00,2024-09-30,Generator,Mechanical,Fuel,Others
31605755,KD0805-Z,2024-09-30 01:36:00,288.9999999990687,4.816666666651145,Power,Generator,Mechanical,Radiator,DG coolant low,High Temperature,Silver,31605755_2024-09-30 01:36:00,2024-09-30,Other Issues,Others,Others,Others
31605490,KD0846,2024-09-30 01:09:00,469.9999999918509,7.8333333331975155,Power,Generator,Mechanical,Engine,Loss Compression,Generator Failure,Silver,31605490_2024-09-30 01:09:00,2024-09-30,Other Issues,Others,Others,Others
31605225,KG0085,2024-09-30 00:25:00,513.9999999990687,8.566666666651145,Power,Access Issue,Access Regulatory,Access Regulatory,Site was sealed by Government,Human inteferance,Platinum,31605225_2024-09-30 00:25:00,2024-09-30,Other Issues,Others,Others,Others
31605104,AB1590,2024-09-30 00:00:00,146.99999999720603,2.449999999953434,Power,Generator,Mechanical,Fuel,Low diesel,Low Fuel,Silver,31605104_2024-09-30 00:00:00,2024-09-30,Generator,Mechanical,Fuel,Low Diesel
31613271,KD0431,2024-09-30 00:00:00,1077.0000000006985,17.95000000001164,Power,Generator,Mechanical,Engine,Cylinder Head Gasket Fault,Cylinder Head Gasket Fault,Silver,31613271_2024-09-30 00:00:00,2024-09-30,Generator,Mechanical,Engine,Cylinder Head Gasket Fault
31604910,KD0173,2024-09-30 00:00:00,1.999999996041879,0.0333333332673646,Power,Generator,Mechanical,Engine,Low engine oil,Engine Failure,Silver,31604910_2024-09-30 00:00:00,2024-09-30,Other Issues,Others,Others,Others
31601281,KD0914,2024-09-30 00:00:00,599.9999999965075,9.999999999941792,Power,Generator,Mechanical,Fuel,Contaminated Fuel,Contaminated Fuel,Silver,31601281_2024-09-30 00:00:00,2024-09-30,Generator,Mechanical,Fuel,Contaminated Fuel
31685605,NI0035,2024-10-01 23:53:00,6.983333331299946,0.1163888888549991,Power,Generator,Mechanical,Engine,Loss Compression,Generator Fault,Silver,31685605_2024-10-01 23:53:00,2024-10-01,Other Issues,Others,Others,Others
31685380,KD0056,2024-10-01 23:32:00,27.983333326410506,0.4663888887735083,Power,Generator,Mechanical,Engine,Charging Alternator,Faulty Charging Alternator,Gold,31685380_2024-10-01 23:32:00,2024-10-01,Generator,Electrical,Charging Alternator,Failure
31684604,KN0237,2024-10-01 22:14:00,105.98333332920448,1.7663888888200745,Power,Generator,Mechanical,Engine,Faulty Kick starter,Generator Fault,Silver,31684604_2024-10-01 22:14:00,2024-10-01,Other Issues,Others,Others,Others
31683479,FC2390-Z,2024-10-01 22:07:00,53.99999999790453,0.8999999999650754,Power,Generator,Mechanical,Fuel,Contaminated Fuel,Fuel Sensor Failure,Silver,31683479_2024-10-01 22:07:00,2024-10-01,Generator,Mechanical,Fuel,Others
31682965,KD0054,2024-10-01 21:56:00,35.9999999916181,0.5999999998603016,Power,Generator,Electrical,Control Panel,Control Fault,Generator Power Alarm,Gold,31682965_2024-10-01 21:56:00,2024-10-01,Other Issues,Others,Others,Others
31681325,KT0033,2024-10-01 20:50:00,24.999999997671694,0.4166666666278615,Power,Other Equipment,Electrical,Control Panel,Hard Start,Hybrid Fault,Silver,31681325_2024-10-01 20:50:00,2024-10-01,Hybrid Issues,Others,Others,Others
31678058,KN0382,2024-10-01 19:00:00,55.00000000116415,0.9166666666860692,Power,Generator,Mechanical,Engine,Charging Alternator,Faulty Charging Alternator,Gold,31678058_2024-10-01 19:00:00,2024-10-01,Generator,Electrical,Charging Alternator,Failure
31677342,KN0744,2024-10-01 18:30:00,119.99999999301508,1.999999999883585,Power,Generator,Mechanical,Engine,Charging Alternator,Faulty Charging Alternator,Silver,31677342_2024-10-01 18:30:00,2024-10-01,Generator,Electrical,Charging Alternator,Failure
31677497,KN0745,2024-10-01 18:15:00,344.98333333292976,5.749722222215496,Power,Generator,Mechanical,Solenoid,Faulty Solenoid,Fuel Solenoid Fault,Silver,31677497_2024-10-01 18:15:00,2024-10-01,Generator,Mechanical,Fuel,Low Diesel
31678503,KD0065,2024-10-01 18:14:00,78.99999999557622,1.316666666592937,Power,Generator,Mechanical,Fuel,Fuel filter,DG Fuel Filter,Platinum,31678503_2024-10-01 18:14:00,2024-10-01,Generator,Mechanical,Fuel,Others
